,date,pm25,o3,no2,co
2640,2017-03-19,34.0,61.560880829015545,15.8125,2.0
2641,2017-03-20,41.0,61.51878238341969,15.819444444444445,2.0
2642,2017-03-21,49.0,61.476683937823836,15.82638888888889,2.0
2643,2017-03-22,38.0,61.43458549222798,15.833333333333334,2.0
2644,2017-03-23,38.0,61.39248704663213,15.840277777777777,2.0
2645,2017-03-24,56.0,61.35038860103627,15.847222222222221,2.0
2646,2017-03-25,63.0,61.30829015544042,15.854166666666666,2.0
2647,2017-03-26,31.0,61.26619170984456,15.86111111111111,2.0
2648,2017-03-27,43.0,61.22409326424871,15.868055555555555,2.0
2649,2017-03-28,36.0,61.18199481865285,15.875,2.0
2650,2017-03-29,24.0,61.139896373057,15.881944444444445,2.0
2651,2017-03-30,30.0,61.097797927461144,15.88888888888889,2.0
2652,2017-03-31,12.0,61.05569948186529,15.895833333333334,2.0
2653,2016-10-01,7.0,61.013601036269435,15.902777777777777,2.0
2654,2016-10-02,26.0,60.97150259067357,15.909722222222221,2.0
2655,2016-10-03,46.0,60.92940414507772,15.916666666666666,2.0
2656,2016-10-04,23.0,60.887305699481864,15.92361111111111,2.0
2657,2016-10-05,26.0,60.84520725388601,15.930555555555555,2.0
2658,2016-10-06,49.0,60.803108808290155,15.9375,2.0
2659,2016-10-07,47.0,60.7610103626943,15.944444444444445,2.0
2660,2016-10-08,38.0,60.718911917098445,15.95138888888889,2.0
2661,2016-10-09,11.0,60.67681347150259,15.958333333333334,2.0
2662,2016-10-10,16.0,60.634715025906736,15.965277777777777,2.0
2663,2016-10-11,26.0,60.59261658031088,15.972222222222221,2.0
2664,2016-10-12,32.0,60.55051813471503,15.979166666666666,2.0
2665,2016-10-13,44.0,60.50841968911917,15.98611111111111,2.0
2666,2016-10-14,19.0,60.46632124352332,15.993055555555555,2.0
2669,2016-10-17,59.0,60.340025906735754,21.0,2.0
2673,2016-10-21,30.0,60.171632124352335,2.0,2.0
2674,2016-10-22,17.0,60.12953367875648,2.011183597390494,2.0
2675,2016-10-23,27.0,60.087435233160626,2.022367194780988,2.0
2676,2016-10-24,34.0,60.04533678756477,2.0335507921714817,2.0
2677,2016-10-25,39.0,60.00323834196892,2.0447343895619756,2.0
2678,2016-10-26,20.0,59.961139896373055,2.0559179869524695,2.0
2679,2016-10-27,25.0,59.9190414507772,2.067101584342964,2.0
2680,2016-10-28,29.0,59.876943005181346,2.0782851817334578,2.0
2681,2016-10-29,36.0,59.83484455958549,2.0894687791239517,2.0
2682,2016-10-30,53.0,59.79274611398964,2.1006523765144456,2.0
2683,2016-10-31,23.0,59.75064766839378,2.1118359739049395,2.0
2684,2016-11-01,31.0,59.70854922279793,2.1230195712954334,2.0
2685,2016-11-02,47.0,59.66645077720207,2.1342031686859273,2.0
2686,2016-11-03,54.0,59.62435233160622,2.145386766076421,2.0
2687,2016-11-04,25.0,59.58225388601036,2.156570363466915,2.0
2688,2016-11-05,39.0,59.54015544041451,2.167753960857409,2.0
2689,2016-11-06,28.0,59.498056994818654,2.178937558247903,2.0
2690,2016-11-07,26.0,59.4559585492228,2.190121155638397,2.0
2691,2016-11-08,55.0,59.413860103626945,2.201304753028891,2.0
2692,2016-11-09,56.0,59.37176165803109,2.212488350419385,2.0
2693,2016-11-10,27.0,59.329663212435236,2.223671947809879,2.0
2694,2016-11-11,36.0,59.28756476683938,2.234855545200373,2.0
2695,2016-11-12,27.0,59.245466321243526,2.246039142590867,2.0
2696,2016-11-13,46.0,59.20336787564767,2.2572227399813607,2.0
2697,2016-11-14,54.0,59.16126943005182,2.2684063373718546,2.0
2698,2016-11-15,40.0,59.11917098445596,2.2795899347623485,2.0
2699,2016-11-16,52.0,59.07707253886011,2.2907735321528424,2.0
2700,2016-11-17,53.0,59.03497409326425,2.3019571295433363,2.0
2701,2016-11-18,63.0,58.9928756476684,2.31314072693383,2.0
2702,2016-11-19,42.0,58.95077720207254,2.324324324324324,2.0
2703,2016-11-20,18.0,58.90867875647668,2.3355079217148185,2.0
2704,2016-11-21,24.0,58.86658031088083,2.3466915191053124,2.0
2705,2016-11-22,40.0,58.82448186528497,2.3578751164958063,2.0
2706,2016-11-23,33.0,58.78238341968912,2.3690587138863,2.0
2707,2016-11-24,37.0,58.740284974093264,2.380242311276794,2.0
2708,2016-11-25,63.0,58.69818652849741,2.391425908667288,2.0
2709,2016-11-26,43.0,58.656088082901555,2.402609506057782,2.0
2710,2016-11-27,33.0,58.6139896373057,2.413793103448276,2.0
2711,2016-11-28,43.0,58.571891191709845,2.4249767008387697,2.0
2712,2016-11-29,38.0,58.52979274611399,2.4361602982292636,2.0
2713,2016-11-30,48.0,58.487694300518136,2.4473438956197575,2.0
2714,2016-12-01,31.0,58.44559585492228,2.458527493010252,2.0
2715,2016-12-02,31.0,58.40349740932643,2.4697110904007458,2.0
2716,2016-12-03,36.0,58.36139896373057,2.4808946877912397,2.0
2717,2016-12-04,37.0,58.31930051813472,2.4920782851817336,2.0
2718,2016-12-05,43.0,58.27720207253886,2.5032618825722275,2.0
2719,2016-12-06,44.0,58.23510362694301,2.5144454799627214,2.0
2720,2016-12-07,46.0,58.193005181347154,2.5256290773532153,2.0
2721,2016-12-08,45.0,58.1509067357513,2.536812674743709,2.0
2722,2016-12-09,41.0,58.108808290155444,2.547996272134203,2.0
2723,2016-12-10,43.0,58.06670984455959,2.559179869524697,2.0
2724,2016-12-11,40.0,58.024611398963735,2.570363466915191,2.0
2725,2016-12-12,52.0,57.98251295336788,2.581547064305685,2.0
2726,2016-12-13,53.0,57.940414507772026,2.592730661696179,2.0
2727,2016-12-14,48.0,57.898316062176164,2.603914259086673,2.0
2728,2016-12-15,43.0,57.85621761658031,2.615097856477167,2.0
2729,2016-12-16,48.0,57.814119170984455,2.626281453867661,2.0
2730,2016-12-17,48.0,57.7720207253886,2.637465051258155,2.0
2731,2016-12-18,62.0,57.729922279792746,2.6486486486486487,2.0
2732,2016-12-19,39.0,57.68782383419689,2.6598322460391426,2.0
2733,2016-12-20,44.0,57.645725388601036,2.6710158434296365,2.0
2734,2016-12-21,64.0,57.60362694300518,2.6821994408201304,2.0
2735,2016-12-22,60.0,57.56152849740933,2.6933830382106243,2.0
2736,2016-12-23,50.0,57.51943005181347,2.704566635601118,2.0
2737,2016-12-24,52.0,57.47733160621762,2.7157502329916126,2.0
2738,2016-12-25,47.0,57.43523316062176,2.7269338303821065,2.0
2739,2016-12-26,39.0,57.39313471502591,2.7381174277726004,2.0
2740,2016-12-27,46.0,57.351036269430054,2.7493010251630943,2.0
2741,2016-12-28,44.0,57.3089378238342,2.760484622553588,2.0
2742,2016-12-29,47.0,57.266839378238345,2.771668219944082,2.0
2743,2016-12-30,47.0,57.22474093264249,2.782851817334576,2.0
2744,2016-12-31,39.0,57.182642487046635,2.79403541472507,2.0
2745,2017-01-01,67.0,57.14054404145078,2.805219012115564,2.0
2746,2016-07-01,41.0,57.098445595854926,2.8164026095060577,2.0
2747,2016-07-02,22.0,57.05634715025907,2.8275862068965516,2.0
2748,2016-07-03,30.0,57.01424870466322,2.8387698042870455,2.0
2749,2016-07-04,54.0,56.97215025906736,2.84995340167754,2.0
2750,2016-07-05,28.0,56.93005181347151,2.8611369990680338,2.0
2751,2016-07-06,56.0,56.887953367875646,2.8723205964585277,2.0
2752,2016-07-07,64.0,56.84585492227979,2.8835041938490216,2.0
2753,2016-07-08,45.0,56.80375647668394,2.8946877912395155,2.0
2754,2016-07-09,20.0,56.76165803108808,2.9058713886300094,2.0
2755,2016-07-10,15.0,56.71955958549223,2.9170549860205033,2.0
2756,2016-07-11,19.0,56.67746113989637,2.928238583410997,2.0
2757,2016-07-12,34.0,56.63536269430052,2.939422180801491,2.0
2758,2016-07-13,31.0,56.59326424870466,2.950605778191985,2.0
2759,2016-07-14,46.0,56.55116580310881,2.961789375582479,2.0
2760,2016-07-15,53.0,56.509067357512954,2.972972972972973,2.0
2761,2016-07-16,46.0,56.4669689119171,2.984156570363467,2.0
2762,2016-07-17,41.0,56.424870466321245,2.995340167753961,2.0
2763,2016-07-18,51.0,56.38277202072539,3.006523765144455,2.0
2764,2016-07-19,21.0,56.340673575129536,3.017707362534949,2.0
2765,2016-07-20,24.0,56.29857512953368,3.0288909599254428,2.0
2766,2016-07-21,42.0,56.25647668393783,3.0400745573159367,2.0
2767,2016-07-22,58.0,56.21437823834197,3.0512581547064306,2.0
2768,2016-07-23,34.0,56.17227979274612,3.0624417520969245,2.0
2769,2016-07-24,38.0,56.13018134715026,3.0736253494874184,2.0
2770,2016-07-25,49.0,56.08808290155441,3.0848089468779123,2.0
2771,2016-07-26,23.0,56.04598445595855,3.095992544268406,2.0
2772,2016-07-27,35.0,56.0038860103627,3.1071761416589005,2.0
2773,2016-07-28,64.0,55.961787564766844,3.1183597390493945,2.0
2774,2016-07-29,50.0,55.91968911917099,3.1295433364398884,2.0
2775,2016-07-30,57.0,55.87759067357513,3.1407269338303823,2.0
2776,2016-07-31,39.0,55.83549222797927,3.151910531220876,2.0
2777,2016-08-01,41.0,55.79339378238342,3.16309412861137,2.0
2778,2016-08-02,45.0,55.751295336787564,3.174277726001864,2.0
2779,2016-08-03,41.0,55.70919689119171,3.185461323392358,2.0
2780,2016-08-04,35.0,55.667098445595855,3.196644920782852,2.0
2781,2016-08-05,30.0,55.625,3.2078285181733457,2.0
2782,2016-08-06,37.0,55.582901554404145,3.2190121155638396,2.0
2783,2016-08-07,20.0,55.54080310880829,3.2301957129543335,2.0
2784,2016-08-08,39.0,55.498704663212436,3.241379310344828,2.0
2785,2016-08-09,41.0,55.45660621761658,3.2525629077353218,2.0
2786,2016-08-10,37.0,55.41450777202073,3.2637465051258157,2.0
2787,2016-08-11,47.0,55.37240932642487,3.2749301025163096,2.0
2788,2016-08-12,41.0,55.33031088082902,3.2861136999068035,2.0
2789,2016-08-13,54.0,55.28821243523316,3.2972972972972974,2.0
2790,2016-08-14,32.0,55.24611398963731,3.3084808946877913,2.0
2791,2016-08-15,34.0,55.204015544041454,3.319664492078285,2.0
2792,2016-08-16,45.0,55.1619170984456,3.330848089468779,2.0
2793,2016-08-17,13.0,55.119818652849744,3.342031686859273,2.0
2794,2016-08-18,43.0,55.07772020725389,3.353215284249767,2.0
2795,2016-08-19,43.0,55.035621761658035,3.364398881640261,2.0
2796,2016-08-20,37.0,54.99352331606218,3.375582479030755,2.0
2797,2016-08-21,27.0,54.951424870466326,3.386766076421249,2.0
2798,2016-08-22,10.0,54.90932642487047,3.397949673811743,2.0
2799,2016-08-23,26.0,54.86722797927462,3.409133271202237,2.0
2800,2016-08-24,40.0,54.825129533678755,3.4203168685927308,2.0
2801,2016-08-25,37.0,54.7830310880829,3.4315004659832247,2.0
2802,2016-08-26,45.0,54.740932642487046,3.4426840633737186,2.0
2803,2016-08-27,32.0,54.69883419689119,3.4538676607642125,2.0
2804,2016-08-28,27.0,54.65673575129534,3.4650512581547064,2.0
2805,2016-08-29,25.0,54.61463730569948,3.4762348555452003,2.0
2806,2016-08-30,31.0,54.57253886010363,3.487418452935694,2.0
2807,2016-08-31,43.0,54.53044041450777,3.4986020503261885,2.0
2808,2016-09-01,51.0,54.48834196891192,3.5097856477166824,2.0
2809,2016-09-02,14.0,54.44624352331606,3.5209692451071763,2.0
2810,2016-09-03,20.0,54.40414507772021,3.5321528424976703,2.0
2811,2016-09-04,14.0,54.362046632124354,3.543336439888164,2.0
2812,2016-09-05,14.0,54.3199481865285,3.554520037278658,2.0
2813,2016-09-06,15.0,54.277849740932645,3.565703634669152,2.0
2814,2016-09-07,26.0,54.23575129533679,3.576887232059646,2.0
2815,2016-09-08,55.0,54.193652849740936,3.5880708294501398,2.0
2816,2016-09-09,51.0,54.15155440414508,3.5992544268406337,2.0
2817,2016-09-10,57.0,54.109455958549226,3.6104380242311276,2.0
2818,2016-09-11,25.0,54.06735751295337,3.6216216216216215,2.0
2819,2016-09-12,19.0,54.02525906735752,3.632805219012116,2.0
2820,2016-09-13,26.0,53.98316062176166,3.6439888164026097,2.0
2821,2016-09-14,39.0,53.94106217616581,3.6551724137931036,2.0
2822,2016-09-15,16.0,53.89896373056995,3.6663560111835976,2.0
2823,2016-09-16,32.0,53.8568652849741,3.6775396085740915,2.0
2824,2016-09-17,22.0,53.81476683937824,3.6887232059645854,2.0
2825,2016-09-18,35.0,53.77266839378238,3.6999068033550793,2.0
2826,2016-09-19,33.0,53.73056994818653,3.711090400745573,2.0
2827,2016-09-20,37.0,53.68847150259067,3.722273998136067,2.0
2828,2016-09-21,40.0,53.64637305699482,3.733457595526561,2.0
2829,2016-09-22,37.0,53.604274611398964,3.744641192917055,2.0
2830,2016-09-23,53.0,53.56217616580311,3.755824790307549,2.0
2831,2016-09-24,17.0,53.520077720207254,3.767008387698043,2.0
2832,2016-09-25,17.0,53.4779792746114,3.778191985088537,2.0
2833,2016-09-26,19.0,53.435880829015545,3.789375582479031,2.0
2834,2016-09-27,33.0,53.39378238341969,3.800559179869525,2.0
2835,2016-09-28,31.0,53.351683937823836,3.8117427772600188,2.0
2836,2016-09-29,16.0,53.30958549222798,3.8229263746505127,2.0
2837,2016-09-30,13.0,53.26748704663213,3.8341099720410066,2.0
2838,2016-04-01,54.0,53.22538860103627,3.8452935694315005,2.0
2839,2016-04-02,29.0,53.18329015544042,3.8564771668219944,2.0
2840,2016-04-03,30.0,53.14119170984456,3.8676607642124883,2.0
2841,2016-04-04,43.0,53.09909326424871,3.878844361602982,2.0
2842,2016-04-05,34.0,53.05699481865285,3.8900279589934765,2.0
2843,2016-04-06,30.0,53.014896373057,3.9012115563839704,2.0
2844,2016-04-07,28.0,52.972797927461144,3.9123951537744643,2.0
2845,2016-04-08,34.0,52.93069948186529,3.9235787511649582,2.0
2846,2016-04-09,48.0,52.888601036269435,3.934762348555452,2.0
2847,2016-04-10,32.0,52.84650259067358,3.945945945945946,2.0
2848,2016-04-11,51.0,52.804404145077726,3.95712954333644,2.0
2849,2016-04-12,39.0,52.762305699481864,3.968313140726934,2.0
2850,2016-04-13,29.0,52.72020725388601,3.9794967381174278,2.0
2851,2016-04-14,35.0,52.678108808290155,3.9906803355079217,2.0
2852,2016-04-15,38.0,52.6360103626943,4.001863932898416,2.0
2853,2016-04-16,31.0,52.593911917098445,4.01304753028891,2.0
2854,2016-04-17,42.0,52.55181347150259,4.024231127679403,2.0
2855,2016-04-18,50.0,52.509715025906736,4.035414725069898,2.0
2856,2016-04-19,37.0,52.46761658031088,4.046598322460391,2.0
2857,2016-04-20,24.0,52.42551813471503,4.0577819198508855,2.0
2858,2016-04-21,45.0,52.38341968911917,4.068965517241379,2.0
2860,2016-04-23,34.0,52.29922279792746,4.091332712022368,2.0
2861,2016-04-24,25.0,52.25712435233161,4.102516309412861,2.0
2862,2016-04-25,47.0,52.215025906735754,4.1136999068033555,2.0
2863,2016-04-26,41.0,52.1729274611399,4.124883504193849,2.0
2864,2016-04-27,20.0,52.130829015544045,4.136067101584343,2.0
2865,2016-04-28,28.0,52.08873056994819,4.147250698974837,2.0
2866,2016-04-29,27.0,52.046632124352335,4.158434296365331,2.0
2867,2016-04-30,26.0,52.00453367875648,4.169617893755825,2.0
2868,2016-05-01,19.0,51.962435233160626,4.180801491146319,2.0
2869,2016-05-02,39.0,51.92033678756477,4.191985088536812,2.0
2870,2016-05-03,22.0,51.87823834196892,4.203168685927307,2.0
2871,2016-05-04,12.0,51.83613989637306,4.214352283317801,2.0
2872,2016-05-05,12.0,51.79404145077721,4.225535880708295,2.0
2873,2016-05-06,17.0,51.751943005181346,4.236719478098789,2.0
2874,2016-05-07,24.0,51.70984455958549,4.247903075489282,2.0
2875,2016-05-08,26.0,51.66774611398964,4.259086672879777,2.0
2876,2016-05-09,45.0,51.62564766839378,4.27027027027027,2.0
2877,2016-05-10,25.0,51.58354922279793,4.2814538676607645,2.0
2878,2016-05-11,42.0,51.54145077720207,4.292637465051258,2.0
2879,2016-05-12,57.0,51.49935233160622,4.303821062441752,2.0
2880,2016-05-13,77.0,51.45725388601036,4.315004659832246,2.0
2881,2016-05-14,59.0,51.41515544041451,4.32618825722274,2.0
2882,2016-05-15,27.0,51.373056994818654,4.337371854613234,2.0
2883,2016-05-16,42.0,51.3309585492228,4.348555452003728,2.0
2884,2016-05-17,63.0,51.288860103626945,4.359739049394222,2.0
2885,2016-05-18,57.0,51.24676165803109,4.370922646784716,2.0
2886,2016-05-19,65.0,51.204663212435236,4.38210624417521,2.0
2887,2016-05-20,34.0,51.16256476683938,4.393289841565704,2.0
2888,2016-05-21,32.0,51.120466321243526,4.404473438956198,2.0
2889,2016-05-22,27.0,51.07836787564767,4.415657036346691,2.0
2890,2016-05-23,34.0,51.03626943005182,4.426840633737186,2.0
2891,2016-05-24,43.0,50.99417098445596,4.438024231127679,2.0
2892,2016-05-25,68.0,50.95207253886011,4.4492078285181735,2.0
2893,2016-05-26,71.0,50.90997409326425,4.460391425908667,2.0
2894,2016-05-27,77.0,50.8678756476684,4.471575023299161,2.0
2895,2016-05-28,60.0,50.825777202072544,4.482758620689656,2.0
2896,2016-05-29,32.0,50.78367875647669,4.493942218080149,2.0
2897,2016-05-30,25.0,50.74158031088083,4.5051258154706435,2.0
2898,2016-05-31,37.0,50.69948186528497,4.516309412861137,2.0
2899,2016-06-01,39.0,50.65738341968912,4.527493010251631,2.0
2900,2016-06-02,33.0,50.615284974093264,4.538676607642125,2.0
2901,2016-06-03,42.0,50.57318652849741,4.549860205032619,2.0
2902,2016-06-04,45.0,50.531088082901555,4.561043802423113,2.0
2903,2016-06-05,21.0,50.4889896373057,4.572227399813607,2.0
2904,2016-06-06,27.0,50.446891191709845,4.5834109972041,2.0
2905,2016-06-07,44.0,50.40479274611399,4.594594594594595,2.0
2906,2016-06-08,22.0,50.362694300518136,4.605778191985089,2.0
2907,2016-06-09,14.0,50.32059585492228,4.6169617893755825,2.0
2908,2016-06-10,21.0,50.27849740932643,4.628145386766077,2.0
2909,2016-06-11,58.0,50.23639896373057,4.63932898415657,2.0
2910,2016-06-12,42.0,50.19430051813472,4.650512581547065,2.0
2911,2016-06-13,38.0,50.15220207253886,4.661696178937558,2.0
2912,2016-06-14,24.0,50.11010362694301,4.6728797763280525,2.0
2913,2016-06-15,43.0,50.068005181347154,4.684063373718546,2.0
2914,2016-06-16,56.0,50.0259067357513,4.69524697110904,2.0
2915,2016-06-17,42.0,49.983808290155444,4.706430568499534,2.0
2916,2016-06-18,40.0,49.94170984455959,4.717614165890028,2.0
2917,2016-06-19,38.0,49.899611398963735,4.728797763280522,2.0
2918,2016-06-20,39.0,49.85751295336788,4.739981360671016,2.0
2919,2016-06-21,37.0,49.815414507772026,4.75116495806151,2.0
2920,2016-06-22,31.0,49.77331606217617,4.762348555452004,2.0
2921,2016-06-23,60.0,49.73121761658032,4.773532152842498,2.0
2922,2016-06-24,54.0,49.689119170984455,4.784715750232992,2.0
2923,2016-06-25,42.0,49.6470207253886,4.795899347623486,2.0
2924,2016-06-26,44.0,49.604922279792746,4.807082945013979,2.0
2925,2016-06-27,49.0,49.56282383419689,4.818266542404474,2.0
2926,2016-06-28,42.0,49.520725388601036,4.829450139794967,2.0
2927,2016-06-29,29.0,49.47862694300518,4.8406337371854615,2.0
2928,2016-06-30,31.0,49.43652849740933,4.851817334575955,2.0
2929,2016-01-04,47.0,49.39443005181347,4.863000931966449,2.0
2930,2016-01-05,69.0,49.35233160621762,4.874184529356944,2.0
2931,2016-01-06,72.0,49.31023316062176,4.885368126747437,2.0
2932,2016-01-07,84.0,49.26813471502591,4.8965517241379315,2.0
2933,2016-01-08,63.0,49.226036269430054,4.907735321528425,2.0
2934,2016-01-09,55.0,49.1839378238342,4.918918918918919,2.0
2935,2016-01-10,41.0,49.141839378238345,4.930102516309413,2.0
2936,2016-01-11,45.0,49.09974093264249,4.941286113699907,2.0
2937,2016-01-12,55.0,49.057642487046635,4.952469711090401,2.0
2938,2016-01-13,49.0,49.01554404145078,4.963653308480895,2.0
2939,2016-01-14,61.0,48.973445595854926,4.974836905871388,2.0
2940,2016-01-15,76.0,48.93134715025907,4.986020503261883,2.0
2941,2016-01-16,52.0,48.88924870466322,4.997204100652377,2.0
2942,2016-01-17,43.0,48.84715025906736,5.0083876980428705,2.0
2943,2016-01-18,48.0,48.80505181347151,5.019571295433365,2.0
2944,2016-01-19,42.0,48.76295336787565,5.030754892823858,2.0
2945,2016-01-20,42.0,48.7208549222798,5.041938490214353,2.0
2946,2016-01-21,47.0,48.67875647668394,5.053122087604846,2.0
2947,2016-01-22,36.0,48.63665803108808,5.0643056849953405,2.0
2948,2016-01-23,34.0,48.59455958549223,5.075489282385834,2.0
2949,2016-01-24,52.0,48.55246113989637,5.086672879776328,2.0
2950,2016-01-25,65.0,48.51036269430052,5.097856477166822,2.0
2952,2016-01-27,57.0,48.42616580310881,5.12022367194781,2.0
2953,2016-01-28,63.0,48.384067357512954,5.131407269338304,2.0
2954,2016-01-29,59.0,48.3419689119171,5.142590866728798,2.0
2955,2016-01-30,67.0,48.299870466321245,5.153774464119292,2.0
2956,2016-01-31,74.0,48.25777202072539,5.164958061509786,2.0
2957,2016-02-01,72.0,48.215673575129536,5.1761416589002796,2.0
2958,2016-02-02,44.0,48.17357512953368,5.187325256290774,2.0
2959,2016-02-03,42.0,48.13147668393783,5.198508853681267,2.0
2960,2016-02-04,49.0,48.08937823834197,5.209692451071762,2.0
2961,2016-02-05,39.0,48.04727979274612,5.220876048462255,2.0
2962,2016-02-06,64.0,48.00518134715026,5.2320596458527495,2.0
2963,2016-02-07,65.0,47.96308290155441,5.243243243243243,2.0
2964,2016-02-08,37.0,47.92098445595855,5.254426840633737,2.0
2965,2016-02-09,47.0,47.8788860103627,5.265610438024232,2.0
2966,2016-02-10,62.0,47.836787564766844,5.276794035414725,2.0
2967,2016-02-11,40.0,47.79468911917099,5.2879776328052195,2.0
2968,2016-02-12,45.0,47.752590673575135,5.299161230195713,2.0
2969,2016-02-13,52.0,47.71049222797928,5.310344827586207,2.0
2970,2016-02-14,43.0,47.66839378238342,5.321528424976701,2.0
2971,2016-02-15,52.0,47.626295336787564,5.332712022367195,2.0
2972,2016-02-16,58.0,47.58419689119171,5.343895619757689,2.0
2973,2016-02-17,49.0,47.542098445595855,5.355079217148183,2.0
2974,2016-02-18,34.0,47.5,5.366262814538676,2.0
2975,2016-02-19,39.0,47.457901554404145,5.377446411929171,2.0
2976,2016-02-20,56.0,47.41580310880829,5.388630009319665,2.0
2977,2016-02-21,50.0,47.373704663212436,5.3998136067101585,2.0
2978,2016-02-22,39.0,47.33160621761658,5.410997204100653,2.0
2979,2016-02-23,29.0,47.28950777202073,5.422180801491146,2.0
2980,2016-02-24,26.0,47.24740932642487,5.433364398881641,2.0
2981,2016-02-25,43.0,47.20531088082902,5.444547996272134,2.0
2982,2016-02-26,36.0,47.16321243523316,5.4557315936626285,2.0
2983,2016-02-27,47.0,47.12111398963731,5.466915191053122,2.0
2984,2016-02-28,66.0,47.079015544041454,5.478098788443616,2.0
2985,2016-02-29,52.0,47.0369170984456,5.48928238583411,2.0
2986,2016-03-01,40.0,46.994818652849744,5.500465983224604,2.0
2987,2016-03-02,51.0,46.95272020725389,5.511649580615098,2.0
2988,2016-03-03,34.0,46.910621761658035,5.522833178005592,2.0
2989,2016-03-04,40.0,46.86852331606218,5.534016775396086,2.0
2990,2016-03-05,40.0,46.826424870466326,5.54520037278658,2.0
2991,2016-03-06,48.0,46.78432642487047,5.556383970177074,2.0
2992,2016-03-07,65.0,46.74222797927462,5.5675675675675675,2.0
2993,2016-03-08,83.0,46.70012953367876,5.578751164958062,2.0
2994,2016-03-09,80.0,46.65803108808291,5.589934762348555,2.0
2995,2016-03-10,73.0,46.615932642487046,5.60111835973905,2.0
2996,2016-03-11,26.0,46.57383419689119,5.612301957129543,2.0
2997,2016-03-12,25.0,46.53173575129534,5.6234855545200375,2.0
2998,2016-03-13,40.0,46.48963730569948,5.634669151910531,2.0
2999,2016-03-14,21.0,46.44753886010363,5.645852749301025,2.0
3000,2016-03-15,37.0,46.40544041450777,5.65703634669152,2.0
3001,2016-03-16,49.0,46.36334196891192,5.668219944082013,2.0
3002,2016-03-17,33.0,46.32124352331606,5.6794035414725075,2.0
3003,2016-03-18,39.0,46.27914507772021,5.690587138863001,2.0
3004,2016-03-19,26.0,46.237046632124354,5.701770736253495,2.0
3005,2016-03-20,22.0,46.1949481865285,5.712954333643989,2.0
3006,2016-03-21,30.0,46.152849740932645,5.724137931034483,2.0
3007,2016-03-22,34.0,46.11075129533679,5.735321528424977,2.0
3008,2016-03-23,56.0,46.068652849740936,5.746505125815471,2.0
3009,2016-03-24,50.0,46.02655440414508,5.757688723205964,2.0
3010,2016-03-25,56.0,45.984455958549226,5.768872320596459,2.0
3011,2016-03-26,26.0,45.94235751295337,5.780055917986953,2.0
3012,2016-03-27,25.0,45.90025906735752,5.7912395153774465,2.0
3013,2016-03-28,23.0,45.85816062176166,5.802423112767941,2.0
3014,2016-03-29,25.0,45.81606217616581,5.813606710158434,2.0
3015,2016-03-30,35.0,45.77396373056995,5.824790307548929,2.0
3016,2016-03-31,54.0,45.7318652849741,5.835973904939422,2.0
3017,2015-10-01,15.0,45.689766839378244,5.8471575023299165,2.0
3018,2015-10-02,9.0,45.64766839378239,5.85834109972041,2.0
3019,2015-10-03,7.0,45.60556994818653,5.869524697110904,2.0
3020,2015-10-04,16.0,45.56347150259067,5.880708294501398,2.0
3021,2015-10-05,36.0,45.52137305699482,5.891891891891892,2.0
3022,2015-10-06,45.0,45.479274611398964,5.903075489282386,2.0
3023,2015-10-07,35.0,45.43717616580311,5.91425908667288,2.0
3024,2015-10-08,42.0,45.395077720207254,5.925442684063374,2.0
3025,2015-10-09,43.0,45.3529792746114,5.936626281453868,2.0
3026,2015-10-10,21.0,45.310880829015545,5.947809878844362,2.0
3027,2015-10-11,32.0,45.26878238341969,5.9589934762348555,2.0
3028,2015-10-12,49.0,45.226683937823836,5.97017707362535,2.0
3029,2015-10-13,41.0,45.18458549222798,5.981360671015843,2.0
3030,2015-10-14,28.0,45.14248704663213,5.992544268406338,2.0
3031,2015-10-15,29.0,45.10038860103627,6.003727865796831,2.0
3032,2015-10-16,35.0,45.05829015544042,6.0149114631873255,2.0
3033,2015-10-17,26.0,45.01619170984456,6.026095060577819,2.0
3034,2015-10-18,23.0,44.97409326424871,6.037278657968313,2.0
3035,2015-10-19,30.0,44.93199481865285,6.048462255358808,2.0
3036,2015-10-20,43.0,44.889896373057,6.059645852749301,2.0
3037,2015-10-21,65.0,44.847797927461144,6.0708294501397955,2.0
3038,2015-10-22,63.0,44.80569948186529,6.082013047530289,2.0
3039,2015-10-23,30.0,44.763601036269435,6.093196644920783,2.0
3040,2015-10-24,25.0,44.72150259067358,6.104380242311277,2.0
3041,2015-10-25,26.0,44.679404145077726,6.115563839701771,2.0
3042,2015-10-26,50.0,44.63730569948187,6.1267474370922645,2.0
3043,2015-10-27,33.0,44.59520725388602,6.137931034482759,2.0
3044,2015-10-28,18.0,44.553108808290155,6.149114631873252,2.0
3045,2015-10-29,44.0,44.5110103626943,6.160298229263747,2.0
3046,2015-10-30,37.0,44.468911917098445,6.171481826654241,2.0
3047,2015-10-31,32.0,44.42681347150259,6.1826654240447345,2.0
3048,2015-11-01,47.0,44.384715025906736,6.193849021435229,2.0
3049,2015-11-02,53.0,44.34261658031088,6.205032618825722,2.0
3050,2015-11-03,70.0,44.30051813471503,6.216216216216217,2.0
3051,2015-11-04,71.0,44.25841968911917,6.22739981360671,2.0
3052,2015-11-05,68.0,44.21632124352332,6.2385834109972045,2.0
3053,2015-11-06,51.0,44.17422279792746,6.249767008387698,2.0
3054,2015-11-07,34.0,44.13212435233161,6.260950605778192,2.0
